	seqid	source	exon_type	start	end	length	homology	strand	phase	attributes	substring
9637	HIE_SL+_TRINITY_DN50314_c0_g1_i4	+	fine	16692	16780.0	88.0	100.0	+	.	HIE_OG0030538	substring_2
9638	HIE_SL+_TRINITY_DN50314_c0_g1_i4	+	intron	16781	17725.0	945.0	0.0	+	.	HIE_OG0030538	substring_2
9639	HIE_SL+_TRINITY_DN50314_c0_g1_i4	+	fine	17726	17768.0	42.0	100.0	+	.	HIE_OG0030538	substring_2
9640	HIE_SL+_TRINITY_DN50314_c0_g1_i4	+	intron	17769	17946.0	178.0	0.0	+	.	HIE_OG0030538	substring_2
9641	HIE_SL+_TRINITY_DN50314_c0_g1_i4	+	fine	17947	18002.0	55.0	100.0	+	.	HIE_OG0030538	substring_2
9642	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	200	327.0	127.0	100.0	+	.	HIE_OG0031251	substring_1
9643	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	328	941.0	614.0	0.0	+	.	HIE_OG0031251	substring_1
9644	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	942	1094.0	152.0	100.0	+	.	HIE_OG0031251	substring_1
9645	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	1095	2467.0	1373.0	0.0	+	.	HIE_OG0031251	substring_1
9646	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	2468	2609.0	141.0	100.0	+	.	HIE_OG0031251	substring_1
9647	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	2610	3146.0	537.0	0.0	+	.	HIE_OG0031251	substring_1
9648	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	3147	3193.0	46.0	100.0	+	.	HIE_OG0031251	substring_1
9649	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	3194	4333.0	1140.0	0.0	+	.	HIE_OG0031251	substring_1
9650	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	4334	4384.0	50.0	100.0	+	.	HIE_OG0031251	substring_1
9651	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	4385	4897.0	513.0	0.0	+	.	HIE_OG0031251	substring_1
9652	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	4898	5005.0	107.0	100.0	+	.	HIE_OG0031251	substring_1
9653	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	5006	5231.0	226.0	0.0	+	.	HIE_OG0031251	substring_1
9654	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	5232	5333.0	101.0	100.0	+	.	HIE_OG0031251	substring_1
9655	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	5334	5645.0	312.0	0.0	+	.	HIE_OG0031251	substring_1
9656	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	5646	5786.0	140.0	100.0	+	.	HIE_OG0031251	substring_1
9657	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	5787	5911.0	125.0	0.0	+	.	HIE_OG0031251	substring_1
9658	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	5912	5984.0	72.0	100.0	+	.	HIE_OG0031251	substring_1
9659	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	5985	6302.0	318.0	0.0	+	.	HIE_OG0031251	substring_1
9660	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	6303	6461.0	158.0	100.0	+	.	HIE_OG0031251	substring_1
9661	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	6462	7175.0	714.0	0.0	+	.	HIE_OG0031251	substring_1
9662	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	7176	7344.0	168.0	100.0	+	.	HIE_OG0031251	substring_1
9663	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	7345	7563.0	219.0	0.0	+	.	HIE_OG0031251	substring_1
9664	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	7564	7630.0	66.0	100.0	+	.	HIE_OG0031251	substring_1
9665	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	7631	7891.0	261.0	0.0	+	.	HIE_OG0031251	substring_1
9666	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	7892	7930.0	38.0	100.0	+	.	HIE_OG0031251	substring_1
9667	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	intron	7931	8746.0	816.0	0.0	+	.	HIE_OG0031251	substring_1
9668	HIE_SL+_TRINITY_DN50369_c5_g1_i3	+	fine	8747	9000.0	253.0	100.0	+	.	HIE_OG0031251	substring_2
9669	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	1845	1954.0	109.0	98.18	+	.	HIE_OG0032160	substring_1
9670	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	1955	2514.0	560.0	0.0	+	.	HIE_OG0032160	substring_1
9671	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	2515	2629.0	114.0	95.65	+	.	HIE_OG0032160	substring_1
9672	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	2630	4307.0	1678.0	0.0	+	.	HIE_OG0032160	substring_1
9673	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	4308	4402.0	94.0	100.0	+	.	HIE_OG0032160	substring_1
9674	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	4403	4914.0	512.0	0.0	+	.	HIE_OG0032160	substring_1
9675	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	4915	5016.0	101.0	99.02	+	.	HIE_OG0032160	substring_1
9676	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	5017	5501.0	485.0	0.0	+	.	HIE_OG0032160	substring_1
9677	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	5502	5673.0	171.0	100.0	+	.	HIE_OG0032160	substring_1
9678	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	5674	6244.0	571.0	0.0	+	.	HIE_OG0032160	substring_1
9679	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	6245	6360.0	115.0	98.28	+	.	HIE_OG0032160	substring_1
9680	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	6361	6894.0	534.0	0.0	+	.	HIE_OG0032160	substring_1
9681	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	6895	6985.0	90.0	98.9	+	.	HIE_OG0032160	substring_1
9682	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	6986	7741.0	756.0	0.0	+	.	HIE_OG0032160	substring_1
9683	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	7742	7836.0	94.0	100.0	+	.	HIE_OG0032160	substring_2
9684	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	7837	8047.0	211.0	0.0	+	.	HIE_OG0032160	substring_2
9685	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	8048	8150.0	102.0	100.0	+	.	HIE_OG0032160	substring_2
9686	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	8151	9140.0	990.0	0.0	+	.	HIE_OG0032160	substring_2
9687	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	9141	9272.0	131.0	96.21	+	.	HIE_OG0032160	substring_2
9688	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	intron	9273	9572.0	300.0	0.0	+	.	HIE_OG0032160	substring_2
9689	HIE_SL+_TRINITY_DN50722_c1_g2_i1	+	fine	9573	9811.0	238.0	98.33	+	.	HIE_OG0032160	substring_2
9690	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	253	318.0	65.0	96.97	+	.	HIE_OG0030428	substring_1
9691	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	319	1902.0	1584.0	0.0	+	.	HIE_OG0030428	substring_1
9692	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	1903	1948.0	45.0	97.83	+	.	HIE_OG0030428	substring_1
9693	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	1949	2594.0	646.0	0.0	+	.	HIE_OG0030428	substring_1
9694	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	2595	2720.0	125.0	98.41	+	.	HIE_OG0030428	substring_1
9695	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	2721	2945.0	225.0	0.0	+	.	HIE_OG0030428	substring_1
9696	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	2946	2983.0	37.0	100.0	+	.	HIE_OG0030428	substring_1
9697	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	2984	4371.0	1388.0	0.0	+	.	HIE_OG0030428	substring_1
9698	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	4372	4443.0	71.0	100.0	+	.	HIE_OG0030428	substring_1
9699	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	4444	5725.0	1282.0	0.0	+	.	HIE_OG0030428	substring_1
9700	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	5726	5823.0	97.0	97.96	+	.	HIE_OG0030428	substring_1
9701	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	5824	7522.0	1699.0	0.0	+	.	HIE_OG0030428	substring_1
9702	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	7523	7610.0	87.0	100.0	+	.	HIE_OG0030428	substring_1
9703	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	7611	8803.0	1193.0	0.0	+	.	HIE_OG0030428	substring_1
9704	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	8804	8904.0	100.0	100.0	+	.	HIE_OG0030428	substring_1
9705	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	8905	9708.0	804.0	0.0	+	.	HIE_OG0030428	substring_1
9706	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	9709	9757.0	48.0	100.0	+	.	HIE_OG0030428	substring_1
9707	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	9758	10128.0	371.0	0.0	+	.	HIE_OG0030428	substring_1
9708	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	10129	10174.0	45.0	97.83	+	.	HIE_OG0030428	substring_1
9709	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	10175	10818.0	644.0	0.0	+	.	HIE_OG0030428	substring_1
9710	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	10819	10946.0	127.0	99.22	+	.	HIE_OG0030428	substring_1
9711	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	10947	14674.0	3728.0	0.0	+	.	HIE_OG0030428	substring_1
9712	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	14675	14728.0	53.0	100.0	+	.	HIE_OG0030428	substring_2
9713	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	14729	15301.0	573.0	0.0	+	.	HIE_OG0030428	substring_2
9714	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	15302	15367.0	65.0	100.0	+	.	HIE_OG0030428	substring_2
9715	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	15368	16006.0	639.0	0.0	+	.	HIE_OG0030428	substring_2
9716	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	16007	16109.0	102.0	95.15	+	.	HIE_OG0030428	substring_2
9717	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	16110	17064.0	955.0	0.0	+	.	HIE_OG0030428	substring_2
9718	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	17065	17134.0	69.0	97.14	+	.	HIE_OG0030428	substring_2
9719	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	intron	17135	35318.0	18184.0	0.0	+	.	HIE_OG0030428	substring_2
9720	HIE_SL+_TRINITY_DN50751_c0_g1_i1	+	fine	35319	35410.0	91.0	96.74	+	.	HIE_OG0030428	substring_3
9721	HIE_SL+_TRINITY_DN50978_c1_g4_i1	+	fine	207	360.0	153.0	97.4	+	.	HIE_OG0032666	substring_1
9722	HIE_SL+_TRINITY_DN50978_c1_g4_i1	+	intron	361	1976.0	1616.0	0.0	+	.	HIE_OG0032666	substring_1
9723	HIE_SL+_TRINITY_DN50978_c1_g4_i1	+	fine	1977	2095.0	118.0	100.0	+	.	HIE_OG0032666	substring_1
9724	HIE_SL+_TRINITY_DN50978_c1_g4_i1	+	intron	2096	2910.0	815.0	0.0	+	.	HIE_OG0032666	substring_1
9725	HIE_SL+_TRINITY_DN50978_c1_g4_i1	+	fine	2911	3193.0	282.0	99.65	+	.	HIE_OG0032666	substring_1
9726	HIE_SL+_TRINITY_DN50978_c1_g4_i1	+	intron	3194	3197.0	4.0	0.0	+	.	HIE_OG0032666	substring_1
9727	HIE_SL+_TRINITY_DN50978_c1_g4_i1	+	fine	3198	3324.0	126.0	100.0	+	.	HIE_OG0032666	substring_1
9728	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	195	383.0	188.0	97.88	+	.	HIE_OG0030317	substring_1
9729	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	384	2334.0	1951.0	0.0	+	.	HIE_OG0030317	substring_1
9730	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	2335	2498.0	163.0	100.0	+	.	HIE_OG0030317	substring_1
9731	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	2499	3462.0	964.0	0.0	+	.	HIE_OG0030317	substring_1
9732	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	3463	3548.0	85.0	100.0	+	.	HIE_OG0030317	substring_1
9733	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	3549	4761.0	1213.0	0.0	+	.	HIE_OG0030317	substring_1
9734	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	4762	4843.0	81.0	100.0	+	.	HIE_OG0030317	substring_1
9735	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	4844	5253.0	410.0	0.0	+	.	HIE_OG0030317	substring_1
9736	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	5254	5373.0	119.0	99.17	+	.	HIE_OG0030317	substring_1
9737	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	5374	6449.0	1076.0	0.0	+	.	HIE_OG0030317	substring_1
9738	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	6450	6527.0	77.0	100.0	+	.	HIE_OG0030317	substring_1
9739	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	6528	6673.0	146.0	0.0	+	.	HIE_OG0030317	substring_1
9740	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	6674	6747.0	73.0	100.0	+	.	HIE_OG0030317	substring_1
9741	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	6748	6830.0	83.0	0.0	+	.	HIE_OG0030317	substring_1
9742	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	6831	6927.0	96.0	100.0	+	.	HIE_OG0030317	substring_1
9743	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	6928	7802.0	875.0	0.0	+	.	HIE_OG0030317	substring_1
9744	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	7803	7931.0	128.0	100.0	+	.	HIE_OG0030317	substring_1
9745	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	7932	9303.0	1372.0	0.0	+	.	HIE_OG0030317	substring_1
9746	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	9304	9431.0	127.0	100.0	+	.	HIE_OG0030317	substring_1
9747	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	9432	9629.0	198.0	0.0	+	.	HIE_OG0030317	substring_1
9748	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	9630	9709.0	79.0	100.0	+	.	HIE_OG0030317	substring_1
9749	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	9710	10238.0	529.0	0.0	+	.	HIE_OG0030317	substring_1
9750	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	10239	10340.0	101.0	100.0	+	.	HIE_OG0030317	substring_1
9751	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	intron	10341	11152.0	812.0	0.0	+	.	HIE_OG0030317	substring_1
9752	HIE_SL+_TRINITY_DN51034_c3_g1_i1	+	fine	11153	11375.0	222.0	100.0	+	.	HIE_OG0030317	substring_1
9753	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	190	405.0	215.0	97.69	+	.	HIE_OG0032699	substring_1
9754	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	406	650.0	245.0	0.0	+	.	HIE_OG0032699	substring_1
9755	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	651	821.0	170.0	100.0	+	.	HIE_OG0032699	substring_1
9756	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	822	1135.0	314.0	0.0	+	.	HIE_OG0032699	substring_1
9757	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	1136	1266.0	130.0	99.24	+	.	HIE_OG0032699	substring_1
9758	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	1267	2765.0	1499.0	0.0	+	.	HIE_OG0032699	substring_1
9759	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	2766	2874.0	108.0	100.0	+	.	HIE_OG0032699	substring_1
9760	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	2875	2999.0	125.0	0.0	+	.	HIE_OG0032699	substring_1
9761	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	3000	3106.0	106.0	100.0	+	.	HIE_OG0032699	substring_1
9762	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	3107	3289.0	183.0	0.0	+	.	HIE_OG0032699	substring_1
9763	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	3290	3387.0	97.0	100.0	+	.	HIE_OG0032699	substring_1
9764	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	intron	3388	4004.0	617.0	0.0	+	.	HIE_OG0032699	substring_1
9765	HIE_SL+_TRINITY_DN51081_c2_g1_i3	+	fine	4005	4161.0	156.0	100.0	+	.	HIE_OG0032699	substring_1
9766	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	204	288.0	84.0	100.0	+	.	HIE_OG0030958	substring_1
9767	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	289	1963.0	1675.0	0.0	+	.	HIE_OG0030958	substring_1
9768	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	1964	2019.0	55.0	100.0	+	.	HIE_OG0030958	substring_1
9769	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	2020	2208.0	189.0	0.0	+	.	HIE_OG0030958	substring_1
9770	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	2209	2261.0	52.0	100.0	+	.	HIE_OG0030958	substring_1
9771	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	2262	2730.0	469.0	0.0	+	.	HIE_OG0030958	substring_1
9772	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	2731	2897.0	166.0	100.0	+	.	HIE_OG0030958	substring_1
9773	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	2898	4351.0	1454.0	0.0	+	.	HIE_OG0030958	substring_1
9774	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	4352	4405.0	53.0	100.0	+	.	HIE_OG0030958	substring_1
9775	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	4406	5869.0	1464.0	0.0	+	.	HIE_OG0030958	substring_1
9776	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	5870	5940.0	70.0	100.0	+	.	HIE_OG0030958	substring_1
9777	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	5941	6205.0	265.0	0.0	+	.	HIE_OG0030958	substring_1
9778	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	6206	6270.0	64.0	100.0	+	.	HIE_OG0030958	substring_1
9779	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	6271	8597.0	2327.0	0.0	+	.	HIE_OG0030958	substring_1
9780	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	8598	8685.0	87.0	100.0	+	.	HIE_OG0030958	substring_2
9781	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	8686	9379.0	694.0	0.0	+	.	HIE_OG0030958	substring_2
9782	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	9380	9547.0	167.0	100.0	+	.	HIE_OG0030958	substring_2
9783	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	9548	10170.0	623.0	0.0	+	.	HIE_OG0030958	substring_2
9784	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	10171	10220.0	49.0	100.0	+	.	HIE_OG0030958	substring_2
9785	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	10221	10649.0	429.0	0.0	+	.	HIE_OG0030958	substring_2
9786	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	10650	10712.0	62.0	100.0	+	.	HIE_OG0030958	substring_2
9787	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	10713	10860.0	148.0	0.0	+	.	HIE_OG0030958	substring_2
9788	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	10861	10995.0	134.0	100.0	+	.	HIE_OG0030958	substring_2
9789	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	10996	14591.0	3596.0	0.0	+	.	HIE_OG0030958	substring_2
9790	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	14592	14703.0	111.0	100.0	+	.	HIE_OG0030958	substring_2
9791	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	intron	14704	15236.0	533.0	0.0	+	.	HIE_OG0030958	substring_2
9792	HIE_SL+_TRINITY_DN51277_c0_g3_i3	+	fine	15237	15330.0	93.0	100.0	+	.	HIE_OG0030958	substring_2
9793	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	fine	200	298.0	98.0	100.0	+	.	HIE_OG0031728	substring_1
9794	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	intron	299	1584.0	1286.0	0.0	+	.	HIE_OG0031728	substring_1
9795	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	fine	1585	1694.0	109.0	100.0	+	.	HIE_OG0031728	substring_1
9796	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	intron	1695	2168.0	474.0	0.0	+	.	HIE_OG0031728	substring_1
9797	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	fine	2169	2235.0	66.0	100.0	+	.	HIE_OG0031728	substring_1
9798	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	intron	2236	2898.0	663.0	0.0	+	.	HIE_OG0031728	substring_1
9799	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	fine	2899	3000.0	101.0	100.0	+	.	HIE_OG0031728	substring_1
9800	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	intron	3001	3884.0	884.0	0.0	+	.	HIE_OG0031728	substring_1
9801	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	fine	3885	3967.0	82.0	100.0	+	.	HIE_OG0031728	substring_1
9802	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	intron	3968	4399.0	432.0	0.0	+	.	HIE_OG0031728	substring_1
9803	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	fine	4400	4491.0	91.0	100.0	+	.	HIE_OG0031728	substring_1
9804	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	intron	4492	4823.0	332.0	0.0	+	.	HIE_OG0031728	substring_1
9805	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	fine	4824	4904.0	80.0	100.0	+	.	HIE_OG0031728	substring_1
9806	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	intron	4905	5960.0	1056.0	0.0	+	.	HIE_OG0031728	substring_1
9807	HIE_SL+_TRINITY_DN51365_c0_g1_i1	+	fine	5961	6125.0	164.0	100.0	+	.	HIE_OG0031728	substring_1
9808	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	199	341.0	142.0	99.3	+	.	HIE_OG0031672	substring_1
9809	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	342	725.0	384.0	0.0	+	.	HIE_OG0031672	substring_1
9810	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	726	855.0	129.0	100.0	+	.	HIE_OG0031672	substring_1
9811	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	856	1311.0	456.0	0.0	+	.	HIE_OG0031672	substring_1
9812	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	1312	1385.0	73.0	100.0	+	.	HIE_OG0031672	substring_1
9813	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	1386	1600.0	215.0	0.0	+	.	HIE_OG0031672	substring_1
9814	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	1601	1643.0	42.0	100.0	+	.	HIE_OG0031672	substring_1
9815	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	1644	4888.0	3245.0	0.0	+	.	HIE_OG0031672	substring_1
9816	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	4889	4926.0	37.0	97.37	+	.	HIE_OG0031672	substring_1
9817	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	4927	5237.0	311.0	0.0	+	.	HIE_OG0031672	substring_1
9818	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	5238	5339.0	101.0	100.0	+	.	HIE_OG0031672	substring_1
9819	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	5340	5813.0	474.0	0.0	+	.	HIE_OG0031672	substring_1
9820	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	5814	5864.0	50.0	100.0	+	.	HIE_OG0031672	substring_1
9821	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	5865	5990.0	126.0	0.0	+	.	HIE_OG0031672	substring_1
9822	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	5991	6116.0	125.0	100.0	+	.	HIE_OG0031672	substring_1
9823	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	6117	6713.0	597.0	0.0	+	.	HIE_OG0031672	substring_1
9824	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	6714	6815.0	101.0	98.04	+	.	HIE_OG0031672	substring_1
9825	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	6816	8029.0	1214.0	0.0	+	.	HIE_OG0031672	substring_1
9826	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	8030	8131.0	101.0	100.0	+	.	HIE_OG0031672	substring_1
9827	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	8132	8782.0	651.0	0.0	+	.	HIE_OG0031672	substring_1
9828	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	8783	8857.0	74.0	100.0	+	.	HIE_OG0031672	substring_1
9829	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	8858	9352.0	495.0	0.0	+	.	HIE_OG0031672	substring_1
9830	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	9353	9400.0	47.0	100.0	+	.	HIE_OG0031672	substring_1
9831	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	intron	9401	9647.0	247.0	0.0	+	.	HIE_OG0031672	substring_1
9832	HIE_SL+_TRINITY_DN51462_c3_g1_i5	+	fine	9648	9813.0	165.0	100.0	+	.	HIE_OG0031672	substring_1
