seqid	source	exon_type	start	end	length	homology	strand	phase	attributes	substring
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	intron	8382	8799	417	0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	fine	8800	8897	97	100.0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	intron	8898	9936	1038	0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	fine	9937	10040	103	99.04	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	intron	10041	10495	454	0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	fine	10496	10613	117	97.46	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	intron	10614	11842	1228	0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	fine	11843	11942	99	95.0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	intron	11943	12583	640	0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	fine	12584	12666	82	100.0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	intron	12667	13762	1095	0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	fine	13763	13884	121	99.18	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	intron	13885	14536	651	0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	fine	14537	14594	57	100.0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	intron	14595	14712	117	0	-	.	HIE_OG0030571	substring_1
HIE_SL-_TRINITY_DN57029_c0_g2_i1	-	fine	14713	14749	36	100.0	-	.	HIE_OG0030571	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	190	364	174	97.14	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	365	670	305	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	671	720	49	98.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	721	1066	345	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	1067	1235	168	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	1236	1811	575	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	1812	1911	99	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	1912	2307	395	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	2308	2415	107	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	2416	2556	140	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	2557	2718	161	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	2719	3307	588	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	3308	3427	119	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	3428	3719	291	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	3720	3795	75	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	3796	6652	2856	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	6653	6762	109	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	6763	6894	131	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	6895	7071	176	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	7072	8219	1147	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	8220	8347	127	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	8348	8741	393	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	8742	8804	62	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	intron	8805	8932	127	0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN37686_c0_g1_i2	+	fine	8933	9213	280	100.0	+	.	HIE_OG0030579	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	4579	4639	60	100.0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	intron	4640	4685	45	0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	4686	4879	193	100.0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	intron	4880	4926	46	0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	4927	5045	118	99.16	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	intron	5046	16571	11525	0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	16572	16630	58	100.0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	intron	16631	17048	417	0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	17049	17157	108	100.0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	intron	17158	20237	3079	0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	20238	20397	159	100.0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	intron	20398	21049	651	0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	21050	21185	135	99.26	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	intron	21186	21937	751	0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	21938	21999	61	100.0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	intron	22000	23261	1261	0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN39642_c0_g1_i5	+	fine	23262	23498	236	100.0	+	.	HIE_OG0030581	substring_1
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	196	330	134	98.52	+	.	HIE_OG0030609	substring_1
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	intron	331	1009	678	0	+	.	HIE_OG0030609	substring_1
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	intron	331	1009	678	0	+	.	HIE_OG0030609	substring_2
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	1010	1106	96	100.0	+	.	HIE_OG0030609	substring_1
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	intron	1107	1826	719	0	+	.	HIE_OG0030609	substring_1
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	intron	1107	1826	719	0	+	.	HIE_OG0030609	substring_2
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	1827	1947	120	100.0	+	.	HIE_OG0030609	substring_1
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	intron	1948	2754	806	0	+	.	HIE_OG0030609	substring_1
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	intron	1948	2754	806	0	+	.	HIE_OG0030609	substring_2
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	2755	2796	41	100.0	+	.	HIE_OG0030609	substring_1
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	4505	4549	44	100.0	+	.	HIE_OG0030609	substring_2
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	5716	5863	147	100.0	+	.	HIE_OG0030609	substring_2
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	6358	6485	127	99.22	+	.	HIE_OG0030609	substring_2
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	6717	6774	57	98.28	+	.	HIE_OG0030609	substring_2
HIE_SL+_TRINITY_DN43522_c6_g1_i3	+	fine	7092	7180	88	100.0	+	.	HIE_OG0030609	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	199	369	170	97.66	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	370	769	399	0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	370	769	399	0	+	.	HIE_OG0030622	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	770	934	164	99.39	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	935	1333	398	0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	935	1333	398	0	+	.	HIE_OG0030622	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	1334	1411	77	100.0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	1412	1765	353	0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	1412	1765	353	0	+	.	HIE_OG0030622	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	1766	1829	63	100.0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	1830	1940	110	0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	1830	1940	110	0	+	.	HIE_OG0030622	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	1941	2011	70	100.0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	2012	3381	1369	0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	2012	3381	1369	0	+	.	HIE_OG0030622	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	3382	3497	115	100.0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	3498	3926	428	0	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	intron	3498	3926	428	0	+	.	HIE_OG0030622	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	3927	4099	172	99.42	+	.	HIE_OG0030622	substring_1
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	6750	6901	151	100.0	+	.	HIE_OG0030622	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	7404	7457	53	100.0	+	.	HIE_OG0030622	substring_2
HIE_SL+_TRINITY_DN37279_c0_g1_i2	+	fine	9365	9473	108	96.33	+	.	HIE_OG0030622	substring_2
HIE_SL-_TRINITY_DN44849_c6_g1_i13	-	fine	1185	1290	105	98.11	-	.	HIE_OG0030650	substring_1
HIE_SL-_TRINITY_DN44849_c6_g1_i13	-	intron	1291	2066	775	0	-	.	HIE_OG0030650	substring_1
HIE_SL-_TRINITY_DN44849_c6_g1_i13	-	fine	2067	2223	156	98.73	-	.	HIE_OG0030650	substring_1
HIE_SL-_TRINITY_DN44849_c6_g1_i13	-	intron	2224	2896	672	0	-	.	HIE_OG0030650	substring_1
HIE_SL-_TRINITY_DN44849_c6_g1_i13	-	fine	2897	3017	120	100.0	-	.	HIE_OG0030650	substring_1
HIE_SL+_TRINITY_DN55269_c0_g1_i8	+	fine	204	768	564	100.0	+	.	HIE_OG0030774	substring_1
HIE_SL+_TRINITY_DN55269_c0_g1_i8	+	intron	769	2023	1254	0	+	.	HIE_OG0030774	substring_1
HIE_SL+_TRINITY_DN55269_c0_g1_i8	+	fine	2024	2098	74	100.0	+	.	HIE_OG0030774	substring_1
HIE_SL+_TRINITY_DN55269_c0_g1_i8	+	intron	2099	2171	72	0	+	.	HIE_OG0030774	substring_1
HIE_SL+_TRINITY_DN55269_c0_g1_i8	+	fine	2172	2476	304	100.0	+	.	HIE_OG0030774	substring_1
HIE_SL+_TRINITY_DN55269_c0_g1_i8	+	intron	2477	2526	49	0	+	.	HIE_OG0030774	substring_1
HIE_SL+_TRINITY_DN55269_c0_g1_i8	+	fine	2527	2629	102	97.09	+	.	HIE_OG0030774	substring_1
HIE_SL-_TRINITY_DN57005_c1_g4_i2	-	fine	200	253	53	100.0	-	.	HIE_OG0030784	substring_1
HIE_SL-_TRINITY_DN57005_c1_g4_i2	-	intron	254	301	47	0	-	.	HIE_OG0030784	substring_1
HIE_SL-_TRINITY_DN57005_c1_g4_i2	-	fine	302	474	172	100.0	-	.	HIE_OG0030784	substring_1
HIE_SL-_TRINITY_DN57005_c1_g4_i2	-	intron	475	526	51	0	-	.	HIE_OG0030784	substring_1
HIE_SL-_TRINITY_DN57005_c1_g4_i2	-	fine	527	1061	534	100.0	-	.	HIE_OG0030784	substring_1
HIE_SL+_TRINITY_DN6688_c0_g1_i2	+	fine	200	385	185	100.0	+	.	HIE_OG0030798	substring_1
HIE_SL+_TRINITY_DN6688_c0_g1_i2	+	intron	386	434	48	0	+	.	HIE_OG0030798	substring_1
HIE_SL+_TRINITY_DN6688_c0_g1_i2	+	fine	435	670	235	99.58	+	.	HIE_OG0030798	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	200	289	89	100.0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	intron	290	1053	763	0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	1054	1117	63	100.0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	intron	1118	1649	531	0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	1650	1727	77	98.72	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	intron	1728	2746	1018	0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	2747	2852	105	100.0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	intron	2853	6156	3303	0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	6157	6233	76	100.0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	intron	6234	7606	1372	0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	7607	7766	159	100.0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	intron	7767	9227	1460	0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	9228	9286	58	100.0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	intron	9287	10487	1200	0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	10488	10545	57	100.0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	intron	10546	10554	8	0	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN53754_c2_g2_i3	+	fine	10555	10632	77	98.72	+	.	HIE_OG0030805	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	fine	3749	3847	98	97.98	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	intron	3848	5297	1449	0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	fine	5298	5355	57	100.0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	intron	5356	6553	1197	0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	fine	6554	6632	78	100.0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	intron	6633	10605	3972	0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	fine	10606	10759	153	100.0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	intron	10760	11137	377	0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	fine	11138	11384	246	100.0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	intron	11385	11392	7	0	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN54355_c0_g1_i4	+	fine	11393	11454	61	98.39	+	.	HIE_OG0030812	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	199	356	157	99.37	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	intron	357	21248	20891	0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	21249	21347	98	100.0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	intron	21348	24379	3031	0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	24380	24420	40	100.0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	intron	24421	25658	1237	0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	25659	25700	41	100.0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	intron	25701	26111	410	0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	26112	26373	261	100.0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	intron	26374	26871	497	0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	26872	27108	236	100.0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	intron	27109	27932	823	0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	27933	27969	36	100.0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	intron	27970	28176	206	0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	28177	28243	66	100.0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	intron	28244	28455	211	0	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN39229_c5_g1_i4	+	fine	28456	28783	327	99.39	+	.	HIE_OG0030818	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	fine	200	321	121	100.0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	322	1780	1458	0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	322	1780	1458	0	+	.	HIE_OG0030822	substring_2
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	fine	1781	1878	97	100.0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	1879	2142	263	0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	1879	2142	263	0	+	.	HIE_OG0030822	substring_2
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	fine	2143	2178	35	100.0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	2179	2848	669	0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	2179	2848	669	0	+	.	HIE_OG0030822	substring_2
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	fine	2849	2958	109	100.0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	2959	3839	880	0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	2959	3839	880	0	+	.	HIE_OG0030822	substring_2
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	fine	3840	3910	70	100.0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	3911	5041	1130	0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	3911	5041	1130	0	+	.	HIE_OG0030822	substring_2
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	fine	5042	5112	70	100.0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	5113	6703	1590	0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	intron	5113	6703	1590	0	+	.	HIE_OG0030822	substring_2
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	fine	6704	6820	116	100.0	+	.	HIE_OG0030822	substring_1
HIE_SL+_TRINITY_DN38453_c0_g2_i5	+	fine	7232	7347	115	98.28	+	.	HIE_OG0030822	substring_2
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	fine	200	387	187	100.0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	intron	388	874	486	0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	fine	875	1048	173	100.0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	intron	1049	2082	1033	0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	fine	2083	2250	167	100.0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	intron	2251	3803	1552	0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	fine	3804	3974	170	100.0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	intron	3975	8374	4399	0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	fine	8375	8556	181	100.0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	intron	8557	9535	978	0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	fine	9536	9729	193	100.0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	intron	9730	10405	675	0	+	.	HIE_OG0030831	substring_1
HIE_SL+_TRINITY_DN48253_c2_g1_i1	+	fine	10406	10664	258	99.23	+	.	HIE_OG0030831	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	200	241	41	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	242	287	45	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	288	357	69	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	358	9722	9364	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	9723	9786	63	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	9787	27721	17934	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	27722	27753	31	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	27754	29055	1301	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	29056	29136	80	98.77	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	29137	33365	4228	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	33366	33535	169	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	33536	33765	229	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	33766	33848	82	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	33849	35341	1492	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	35342	35443	101	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	35444	35805	361	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	35806	35943	137	99.28	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	35944	36813	869	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	36814	36987	173	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	36988	38563	1575	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	38564	38714	150	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	38715	39668	953	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	39669	39799	130	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	39800	41403	1603	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	41404	41467	63	100.0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	intron	41468	41732	264	0	-	.	HIE_OG0030833	substring_1
HIE_SL-_TRINITY_DN48681_c1_g1_i1	-	fine	41733	41912	179	97.22	-	.	HIE_OG0030833	substring_1
HIE_SL+_TRINITY_DN36998_c0_g1_i2	+	fine	200	304	104	98.1	+	.	HIE_OG0030844	substring_1
HIE_SL+_TRINITY_DN36998_c0_g1_i2	+	intron	305	623	318	0	+	.	HIE_OG0030844	substring_1
