seqid	source	exon_type	start	end	length	homology	GC	strand	phase	attributes	substring
HIE_SL+_TRINITY_DN45233_c1_g1_i1	+	fine	29903	29999	97	100.0	69.07	+	.	HIE_OG0031835	substring_1
HIE_SL+_TRINITY_DN45233_c1_g1_i1	+	intron	30000	31724	1725	0.0	50.61	+	.	HIE_OG0031835	substring_1
HIE_SL+_TRINITY_DN45233_c1_g1_i1	+	fine	31725	31843	119	100.0	64.71	+	.	HIE_OG0031835	substring_1
HIE_SL+_TRINITY_DN45233_c1_g1_i1	+	intron	31844	32342	499	0.0	54.11	+	.	HIE_OG0031835	substring_1
HIE_SL+_TRINITY_DN45233_c1_g1_i1	+	fine	32343	32498	156	100.0	76.28	+	.	HIE_OG0031835	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	fine	209	349	141	96.45	62.41	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	intron	350	1037	688	0.0	53.2	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	fine	1038	1074	37	94.59	56.76	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	intron	1075	2620	1546	0.0	53.69	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	fine	2621	2744	124	100.0	60.48	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	intron	2745	2912	168	0.0	69.64	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	fine	2913	2990	78	100.0	75.64	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	intron	2991	3792	802	0.0	45.01	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	fine	3793	3909	117	100.0	73.5	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	intron	3910	5401	1492	0.0	42.96	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	fine	5402	5457	56	100.0	62.5	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	intron	5458	7998	2541	0.0	50.77	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN55107_c3_g5_i1	-	fine	7999	8290	292	100.0	54.11	-	.	HIE_OG0031841	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	fine	825	1195	371	99.46	73.05	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	intron	1196	1608	413	0.0	54.48	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	fine	1609	1758	150	100.0	66.67	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	intron	1759	4603	2845	0.0	59.86	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	fine	4604	4669	66	100.0	59.09	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	intron	4670	6617	1948	0.0	54.88	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	fine	6618	6698	81	100.0	62.96	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	intron	6699	6895	197	0.0	65.48	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	fine	6896	7074	179	100.0	66.48	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	intron	7075	7303	229	0.0	57.21	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	fine	7304	7385	82	100.0	59.76	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	intron	7386	8507	1122	0.0	51.07	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	fine	8508	8676	169	100.0	68.64	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	intron	8677	10308	1632	0.0	53.25	-	.	HIE_OG0031844	substring_1
HIE_SL-_TRINITY_DN42378_c0_g1_i2	-	fine	10309	10701	393	100.0	64.38	-	.	HIE_OG0031844	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	200	258	59	98.31	71.19	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	259	1662	1404	0.0	48.72	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	1663	1749	87	98.85	72.41	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	1750	2128	379	0.0	54.35	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	2129	2251	123	100.0	73.17	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	2252	2642	391	0.0	53.45	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	2643	2694	52	100.0	63.46	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	2695	4280	1586	0.0	44.33	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	4281	4460	180	99.44	76.11	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	4461	6630	2170	0.0	45.81	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	6631	6750	120	99.17	56.67	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	6751	7964	1214	0.0	55.11	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	7965	8060	96	100.0	59.38	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	8061	8825	765	0.0	46.54	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	8826	8930	105	100.0	67.62	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	8931	9380	450	0.0	54.22	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	9381	9494	114	100.0	67.54	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	9495	9606	112	0.0	60.71	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	9607	9713	107	100.0	60.75	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	9714	10129	416	0.0	48.8	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	10130	10189	60	100.0	55.0	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	10190	10643	454	0.0	55.07	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	10644	10726	83	100.0	66.27	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	10727	10917	191	0.0	59.69	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	10918	10961	44	100.0	65.91	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	10962	11359	398	0.0	46.98	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	11360	11440	81	100.0	59.26	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	11441	11842	402	0.0	58.46	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	11843	11910	68	95.59	57.35	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	11911	12210	300	0.0	58.33	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	12211	12278	68	100.0	61.76	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	12279	13266	988	0.0	61.64	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	13267	13346	80	100.0	70.0	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	13347	14157	811	0.0	49.82	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	14158	14227	70	100.0	54.29	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	14228	15316	1089	0.0	46.92	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	15317	15435	119	100.0	63.87	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	15436	15995	560	0.0	56.25	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	15996	16068	73	100.0	61.64	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	16069	16319	251	0.0	57.77	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	16320	16389	70	100.0	58.57	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	16390	17937	1548	0.0	46.71	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	17938	18049	112	100.0	70.54	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	18050	18374	325	0.0	56.92	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	18375	18434	60	100.0	76.67	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	intron	18435	19057	623	0.0	54.09	+	.	HIE_OG0031845	substring_1
HIE_SL+_TRINITY_DN49884_c1_g1_i2	+	fine	19058	19291	234	100.0	63.25	+	.	HIE_OG0031845	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	206	312	107	96.26	68.22	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	313	1066	754	0.0	58.75	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	1067	1142	76	98.68	67.11	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	1143	2242	1100	0.0	53.82	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	2243	2344	102	100.0	67.65	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	2345	3813	1469	0.0	55.82	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	3814	3849	36	100.0	58.33	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	3850	5431	1582	0.0	40.71	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	5432	5546	115	100.0	63.48	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	5547	8782	3236	0.0	47.47	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	8783	8853	71	100.0	67.61	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	8854	9484	631	0.0	46.28	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	9485	9536	52	94.23	53.85	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	9537	10038	502	0.0	51.0	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	10039	10078	40	95.0	62.5	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	10079	10787	709	0.0	49.22	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	10788	10908	121	99.17	63.64	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	intron	10909	11322	414	0.0	51.45	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN49239_c3_g1_i1	-	fine	11323	11430	108	100.0	65.74	-	.	HIE_OG0031847	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	5123	5187	65	96.92	67.69	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	5188	5435	248	0.0	44.76	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	5436	5498	63	100.0	68.25	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	5499	6221	723	0.0	41.63	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	6222	6283	62	100.0	54.84	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	6284	7486	1203	0.0	53.45	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	7487	7567	81	100.0	60.49	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	7568	10387	2820	0.0	50.71	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	10388	10497	110	100.0	66.36	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	10498	11912	1415	0.0	55.62	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	11913	12057	145	99.31	71.03	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	12058	15263	3206	0.0	48.25	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	15264	15391	128	100.0	69.53	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	15392	15845	454	0.0	43.61	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	15846	15894	49	100.0	67.35	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	15895	17655	1761	0.0	52.19	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	17656	17739	84	100.0	65.48	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	17740	21037	3298	0.0	50.27	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	21038	21214	177	100.0	50.28	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	intron	21215	21261	47	0.0	53.19	-	.	HIE_OG0031848	substring_1
HIE_SL-_TRINITY_DN53741_c1_g1_i1	-	fine	21262	21616	355	99.15	47.61	-	.	HIE_OG0031848	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	200	287	88	100.0	69.32	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	288	1309	1022	0.0	51.66	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	1310	1398	89	97.75	83.15	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	1399	1661	263	0.0	65.4	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	1662	1699	38	100.0	68.42	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	1700	2779	1080	0.0	56.48	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	2780	2886	107	100.0	68.22	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	2887	3411	525	0.0	52.76	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	3412	3535	124	100.0	66.94	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	3536	4750	1215	0.0	57.12	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	4751	4925	175	100.0	64.0	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	4926	6715	1790	0.0	55.42	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	6716	6813	98	100.0	64.29	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	6814	7907	1094	0.0	52.38	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	7908	7941	34	100.0	55.88	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	7942	8353	412	0.0	51.94	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	8354	8488	135	100.0	68.15	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	8489	9519	1031	0.0	45.3	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	9520	9593	74	100.0	66.22	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	9594	10378	785	0.0	48.28	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	10379	10497	119	100.0	77.31	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	10498	10632	135	0.0	59.26	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	10633	10705	73	100.0	64.38	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	10706	11458	753	0.0	56.04	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	11459	11585	127	100.0	66.93	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	11586	12405	820	0.0	58.05	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	12406	12534	129	100.0	73.64	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	intron	12535	13680	1146	0.0	52.88	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN45966_c6_g5_i3	+	fine	13681	13990	310	100.0	65.16	+	.	HIE_OG0031852	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	1106	1171	66	100.0	65.15	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	1172	1480	309	0.0	56.63	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	1481	1573	93	100.0	70.97	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	1574	1656	83	0.0	59.04	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	1657	1817	161	100.0	63.35	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	1818	2127	310	0.0	50.65	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	2128	2147	20	100.0	50.0	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	2148	2495	348	0.0	54.6	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	2496	2603	108	100.0	66.67	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	2604	2961	358	0.0	62.29	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	2962	3039	78	100.0	70.51	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	3040	4171	1132	0.0	52.47	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	4172	4290	119	100.0	62.18	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	4291	5012	722	0.0	45.15	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	5013	5075	63	100.0	57.14	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	5076	5315	240	0.0	50.83	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	5316	5422	107	100.0	62.62	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	5423	5812	390	0.0	46.67	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	5813	5902	90	100.0	61.11	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	5903	6416	514	0.0	52.33	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	6417	6571	155	100.0	69.03	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	6572	7155	584	0.0	57.53	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	7156	7193	38	100.0	76.32	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	7194	7496	303	0.0	56.44	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	7497	7605	109	100.0	66.97	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	7606	7847	242	0.0	56.61	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	7848	7887	40	100.0	60.0	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	7888	8239	352	0.0	48.3	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	8240	8268	29	100.0	48.28	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	8269	8983	715	0.0	41.68	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	8984	9090	107	100.0	66.36	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	9091	9474	384	0.0	53.12	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	9475	9612	138	100.0	68.84	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	9613	11135	1523	0.0	49.24	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	11136	11163	28	100.0	39.29	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	11164	11567	404	0.0	49.26	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	11568	11627	60	100.0	55.0	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	11628	12323	696	0.0	47.13	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	12324	12473	150	100.0	60.0	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	12474	12853	380	0.0	46.05	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	12854	12978	125	100.0	59.2	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	12979	13285	307	0.0	52.44	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	13286	13402	117	100.0	58.12	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	13403	13708	306	0.0	47.39	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	13709	13735	27	100.0	44.44	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	intron	13736	14933	1198	0.0	44.74	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN44542_c4_g1_i2	+	fine	14934	15045	112	93.75	58.04	+	.	HIE_OG0031861	substring_1
HIE_SL+_TRINITY_DN49756_c3_g1_i4	+	fine	771	842	72	100.0	58.33	+	.	HIE_OG0031862	substring_1
HIE_SL+_TRINITY_DN49756_c3_g1_i4	+	fine	846	991	146	95.21	65.07	+	.	HIE_OG0031862	substring_1
HIE_SL+_TRINITY_DN49756_c3_g1_i4	+	intron	992	1914	923	0.0	53.95	+	.	HIE_OG0031862	substring_1
HIE_SL+_TRINITY_DN49756_c3_g1_i4	+	fine	1915	2018	104	97.12	59.62	+	.	HIE_OG0031862	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	11687	11781	95	100.0	53.68	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	11782	15022	3241	0.0	45.73	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	15023	15133	111	100.0	47.75	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	15134	17876	2743	0.0	45.68	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	17877	17921	45	100.0	40.0	+	.	HIE_OG0031867	substring_1
